channelGrouping,visitNumber,operatingSystem,browser,deviceCategory,isMobile,metro,city,campaign,referralPath,medium,source,bounces,hits,transactionRevenue,pageviews,newVisits,year,month,quarterMonth,day,weekday,time_range,conversion_rate,session_duration,visit_frequency,user_interaction
4,1,9,5,0,False,52,295,0,197,5,23,0,20,0.0,16,1,2016,11,4,9,2,4,0.0,16647.0,1,1
3,1,3,5,0,False,45,172,0,197,4,16,0,27,0.0,16,1,2016,11,4,9,2,0,0.0,51291.0,1,1
7,1,6,18,0,False,0,19,0,187,6,75,1,1,0.0,1,1,2016,11,4,9,2,0,0.0,7365.0,1,0
7,2,9,5,0,False,52,295,0,150,6,75,1,1,0.0,1,0,2016,11,4,9,2,1,0.0,-62162.0,3,0
7,3,9,5,0,False,52,295,0,141,6,75,1,1,0.0,1,0,2016,11,4,9,2,4,0.0,6936.0,4,0
7,1,9,5,0,False,52,295,0,174,6,75,1,1,0.0,1,1,2016,11,4,9,2,4,0.0,13223.0,1,0
7,1,9,5,0,False,52,295,0,191,6,75,1,1,0.0,1,1,2016,11,4,9,2,4,0.0,-9137.0,1,0
7,1,6,18,0,False,0,171,0,179,6,75,1,1,0.0,1,1,2016,11,4,9,2,1,0.0,-21019.0,1,0
7,1,9,5,0,False,0,27,0,191,6,75,1,1,0.0,1,1,2016,11,4,9,2,0,0.0,68120.0,1,0
7,1,6,18,0,False,52,295,0,141,6,75,1,1,0.0,1,1,2016,11,4,9,2,3,0.0,-27118.0,1,0
7,1,6,18,0,False,52,295,0,143,6,75,1,1,0.0,1,1,2016,11,4,9,2,3,0.0,8211.0,1,0
7,1,6,18,0,False,0,273,0,150,6,75,1,1,0.0,1,1,2016,11,4,9,2,4,0.0,-27264.0,1,0
7,1,9,5,0,False,0,99,0,174,6,75,1,1,0.0,1,1,2016,11,4,9,2,4,0.0,118.0,1,0
7,1,1,5,1,True,0,0,0,157,6,75,1,1,0.0,1,1,2016,11,4,9,2,3,0.0,28884.0,1,0
7,1,6,18,0,False,0,116,0,189,6,75,1,1,0.0,1,1,2016,11,4,9,2,0,0.0,21045.0,1,0
7,1,6,18,0,False,0,19,0,187,6,75,1,1,0.0,1,1,2016,11,4,9,2,3,0.0,-35516.0,1,0
7,1,9,5,0,False,52,295,0,174,6,75,1,1,0.0,1,1,2016,11,4,9,2,0,0.0,33848.0,1,0
7,1,6,18,0,False,0,109,0,191,6,75,1,1,0.0,1,1,2016,11,4,9,2,0,0.0,2420.0,1,0
7,1,6,18,0,False,52,295,0,141,6,75,1,1,0.0,1,1,2016,11,4,9,2,3,0.0,-25678.0,1,0
7,1,9,5,0,False,0,106,0,191,6,75,1,1,0.0,1,1,2016,11,4,9,2,1,0.0,-47089.0,1,0
7,1,9,5,0,False,0,113,0,129,6,75,1,1,0.0,1,1,2016,11,4,9,2,1,0.0,11194.0,1,0
7,1,9,5,0,False,0,2,0,129,6,75,1,1,0.0,1,1,2016,11,4,9,2,1,0.0,-9200.0,1,0
7,1,1,5,1,True,52,295,0,129,6,75,1,1,0.0,1,1,2016,11,4,9,2,1,0.0,78754.0,1,0
7,1,9,5,0,False,45,231,0,129,6,75,1,1,0.0,1,1,2016,11,4,9,2,4,0.0,-52575.0,1,0
7,1,9,5,0,False,0,109,0,191,6,75,0,2,0.0,2,1,2016,11,4,9,2,1,0.0,-21454.0,1,1
7,1,10,18,1,True,52,295,0,179,6,75,0,2,0.0,2,1,2016,11,4,9,2,3,0.0,38342.0,1,1
7,1,6,18,0,False,52,295,0,187,6,75,0,2,0.0,2,1,2016,11,4,9,2,0,0.0,23815.0,1,1
7,1,9,5,0,False,52,295,0,162,6,75,1,2,0.0,1,1,2016,11,4,9,2,0,0.0,-9022.0,1,0
7,1,6,18,0,False,0,136,0,143,6,75,0,2,0.0,2,1,2016,11,4,9,2,4,0.0,-35376.0,1,1
7,1,9,5,0,False,0,197,0,150,6,75,0,2,0.0,2,1,2016,11,4,9,2,4,0.0,3998.0,1,1
7,1,9,5,0,False,0,116,0,189,6,75,0,2,0.0,2,1,2016,11,4,9,2,4,0.0,-12343.0,1,1
7,1,9,5,0,False,0,117,0,189,6,75,0,2,0.0,2,1,2016,11,4,9,2,4,0.0,13556.0,1,1
7,1,6,18,0,False,0,41,0,129,6,75,0,2,0.0,2,1,2016,11,4,9,2,4,0.0,277.0,1,1
7,1,6,18,0,False,0,109,0,129,6,75,0,2,0.0,2,1,2016,11,4,9,2,1,0.0,-28713.0,1,1
7,1,6,18,0,False,0,25,0,129,6,75,0,2,0.0,2,1,2016,11,4,9,2,4,0.0,14191.0,1,1
4,1,9,8,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,8,3,19,4,4,0.0,-7069052.0,1,0
6,2,6,5,0,False,45,195,0,21,6,67,1,1,0.0,1,0,2016,8,3,19,4,3,0.0,11402.0,1,0
4,1,1,5,1,True,0,126,0,197,5,23,1,1,0.0,1,1,2016,8,3,19,4,1,0.0,-37381.0,1,0
4,1,6,5,0,False,52,295,0,197,5,23,0,3,0.0,3,1,2016,8,3,19,4,3,0.0,45285.0,1,1
4,1,1,5,1,True,52,295,0,197,5,23,0,3,0.0,3,1,2016,8,3,19,4,0,0.0,20789.0,1,1
6,1,6,5,0,False,52,295,0,0,6,48,0,6,0.0,4,1,2016,8,3,19,4,4,0.0,-38999.0,4,1
4,1,9,5,0,False,52,295,0,197,5,23,0,6,0.0,6,1,2016,8,3,19,4,1,0.0,-32033.0,1,1
6,1,5,5,0,False,52,295,0,0,6,48,0,6,0.0,6,1,2016,8,3,19,4,4,0.0,26933.0,1,1
4,1,9,5,0,False,45,230,0,197,5,23,0,7,0.0,7,1,2016,8,3,19,4,4,0.0,5977.0,1,1
1,1,9,8,0,False,0,0,4,197,2,3,0,7,0.0,6,1,2016,8,3,19,4,3,0.0,11692.0,1,1
5,1,1,5,1,True,52,295,3,197,3,23,0,9,0.0,9,1,2016,8,3,19,4,1,0.0,-50931.0,1,1
6,1,6,5,0,False,52,295,0,13,6,60,0,9,0.0,5,1,2016,8,3,19,4,4,0.0,19783.0,1,1
2,8,3,5,0,False,52,295,0,197,0,0,0,14,0.0,13,0,2016,8,3,19,4,0,0.0,52477.0,7,1
2,2,3,5,0,False,52,295,0,197,0,0,0,14,0.0,10,0,2016,8,3,19,4,4,0.0,-36977.0,1,1
6,2,5,5,0,False,45,172,0,0,6,48,0,18,53.67,14,0,2016,8,3,19,4,4,26.835,-5112.0,1,1
6,2,6,5,0,False,52,295,0,0,6,48,0,21,0.0,15,0,2016,8,3,19,4,3,0.0,10978.0,4,1
4,1,1,5,1,True,52,295,0,197,5,23,0,24,0.0,19,1,2016,8,3,19,4,2,0.0,20246.0,1,1
2,1,6,5,0,False,52,295,0,197,0,0,0,24,0.0,24,1,2016,8,3,19,4,3,0.0,-13793.0,2,1
4,1,6,5,0,False,52,295,0,197,5,23,0,32,0.0,25,1,2016,8,3,19,4,0,0.0,24300.0,2,1
2,9,3,5,0,False,52,295,0,197,0,0,0,46,0.0,31,0,2016,8,3,19,4,0,0.0,3379.0,7,1
7,1,9,9,0,False,0,19,0,185,6,75,1,1,0.0,1,1,2016,8,3,19,4,1,0.0,-66357.0,1,0
7,1,1,14,1,True,0,0,0,130,6,75,1,1,0.0,1,1,2016,8,3,19,4,4,0.0,17350.0,1,0
7,1,6,18,0,False,0,273,0,150,6,75,0,3,0.0,3,1,2016,8,3,19,4,1,0.0,-20288.0,1,1
7,1,5,8,0,False,52,295,0,0,6,19,0,11,0.0,9,1,2016,8,3,19,4,4,0.0,27597.0,1,1
2,1,5,5,0,False,0,0,0,197,0,0,1,1,0.0,1,1,2016,8,3,19,4,0,0.0,31127.0,1,0
2,5,9,5,0,False,41,225,0,197,0,0,1,1,0.0,1,0,2016,8,3,19,4,4,0.0,-42528.0,24,0
2,6,9,5,0,False,41,225,0,197,0,0,0,2,0.0,2,0,2016,8,3,19,4,4,0.0,1995.0,24,1
2,1,5,8,0,False,52,295,0,197,0,0,0,3,0.0,3,1,2016,8,3,19,4,4,0.0,9961.0,1,1
6,5,6,5,0,False,32,182,0,0,6,48,0,5,0.0,5,0,2016,8,3,19,4,3,0.0,11746.0,3,1
4,2,9,5,0,False,45,172,0,197,5,23,1,1,0.0,1,0,2016,8,3,19,4,4,0.0,-8565.0,2,0
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,8,3,19,4,4,0.0,-12092.0,1,0
4,1,9,5,0,False,26,148,0,197,5,23,1,1,0.0,1,1,2016,8,3,19,4,4,0.0,5826.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,0,2,0.0,2,1,2016,8,3,19,4,4,0.0,-10983.0,1,1
6,3,6,5,0,False,45,195,0,0,6,48,0,2,0.0,2,0,2016,8,3,19,4,4,0.0,14201.0,2,1
7,1,6,18,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,8,3,19,4,2,0.0,24486.0,1,0
7,1,9,5,0,False,52,295,0,143,6,75,1,1,0.0,1,1,2016,8,3,19,4,3,0.0,-7460.0,1,0
7,1,9,8,0,False,52,295,0,160,6,75,1,1,0.0,1,1,2016,8,3,19,4,3,0.0,-2589.0,1,0
7,1,9,5,0,False,0,241,0,174,6,75,1,1,0.0,1,1,2016,8,3,19,4,4,0.0,-12846.0,1,0
7,1,6,18,0,False,52,295,0,141,6,75,0,2,0.0,2,1,2016,8,3,19,4,3,0.0,19184.0,1,1
1,1,9,8,0,False,37,201,4,197,2,3,0,6,0.0,4,1,2016,11,4,28,0,3,0.0,8718801.0,1,1
4,1,6,5,0,False,52,295,0,197,5,23,0,7,0.0,7,1,2016,11,4,28,0,0,0.0,27273.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,0,8,0.0,8,1,2016,11,4,28,0,4,0.0,-44609.0,1,1
2,2,5,5,0,False,46,129,0,197,0,0,0,10,0.0,10,0,2016,11,4,28,0,3,0.0,25477.0,4,1
6,1,6,5,0,False,45,172,0,0,6,48,0,12,0.0,10,1,2016,11,4,28,0,3,0.0,2228.0,1,1
4,1,6,5,0,False,18,111,0,197,5,23,0,15,0.0,11,1,2016,11,4,28,0,3,0.0,-11642.0,1,1
4,2,6,5,0,False,52,295,0,197,5,23,0,26,0.0,11,0,2016,11,4,28,0,2,0.0,14150.0,3,1
4,1,6,18,0,False,52,295,0,197,5,23,0,31,0.0,20,1,2016,11,4,28,0,0,0.0,14235.0,1,1
6,3,6,5,0,False,45,236,0,0,6,48,0,66,0.0,55,0,2016,11,4,28,0,3,0.0,-24184.0,8,1
7,1,9,5,0,False,45,230,0,129,6,75,0,5,0.0,4,1,2016,11,4,28,0,0,0.0,25639.0,1,1
2,1,6,5,0,False,45,195,0,197,0,0,1,1,0.0,1,1,2016,11,4,28,0,3,0.0,-31641.0,2,0
4,2,9,5,0,False,0,210,0,197,5,23,1,1,0.0,1,0,2016,11,4,28,0,0,0.0,36591.0,2,0
4,3,6,5,0,False,52,295,0,197,5,23,1,1,0.0,1,0,2016,11,4,28,0,4,0.0,-58749.0,3,0
6,4,6,5,0,False,32,182,0,0,6,48,1,1,0.0,1,0,2016,11,4,28,0,4,0.0,14507.0,12,0
4,4,6,5,0,False,0,83,0,197,5,23,1,1,0.0,1,0,2016,11,4,28,0,1,0.0,-26123.0,24,0
2,3,5,5,0,False,46,129,0,197,0,0,1,1,0.0,1,0,2016,11,4,28,0,0,0.0,51213.0,4,0
2,1,9,8,0,False,32,182,0,197,0,0,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,14313.0,1,0
7,1,9,5,0,False,52,295,0,192,6,75,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,7225.0,1,0
7,1,9,5,0,False,0,106,0,191,6,75,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,-5052.0,1,0
7,1,9,5,0,False,52,295,0,141,6,75,1,1,0.0,1,1,2016,11,4,28,0,1,0.0,-73181.0,1,0
7,1,9,9,0,False,52,295,0,164,6,75,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,63289.0,1,0
7,1,6,18,0,False,52,295,0,191,6,75,1,1,0.0,1,1,2016,11,4,28,0,4,0.0,-40365.0,1,0
7,1,9,5,0,False,52,295,0,164,6,75,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,55168.0,1,0
7,1,9,5,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,11,4,28,0,4,0.0,-45587.0,1,0
7,1,6,18,0,False,52,295,0,143,6,75,1,1,0.0,1,1,2016,11,4,28,0,4,0.0,-16372.0,1,0
7,1,6,18,0,False,52,295,0,179,6,75,1,1,0.0,1,1,2016,11,4,28,0,4,0.0,10652.0,1,0
7,1,9,5,0,False,52,295,0,191,6,75,1,1,0.0,1,1,2016,11,4,28,0,1,0.0,-23425.0,1,0
7,1,9,5,0,False,52,295,0,187,6,75,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,65776.0,1,0
7,1,9,5,0,False,0,19,0,187,6,75,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,-3806.0,1,0
7,1,9,5,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,11,4,28,0,4,0.0,-32971.0,1,0
4,1,11,18,1,True,52,295,0,197,5,23,0,2,0.0,2,1,2016,11,4,28,0,0,0.0,24552.0,1,1
7,1,9,5,0,False,0,109,0,129,6,75,0,2,0.0,2,1,2016,11,4,28,0,0,0.0,13670.0,1,1
7,1,6,18,0,False,52,295,0,187,6,75,0,2,0.0,2,1,2016,11,4,28,0,0,0.0,-11870.0,1,1
7,1,9,5,0,False,52,295,0,191,6,75,0,2,0.0,2,1,2016,11,4,28,0,4,0.0,-36681.0,1,1
7,1,6,18,0,False,0,109,0,191,6,75,0,2,0.0,2,1,2016,11,4,28,0,1,0.0,-21135.0,1,1
7,1,6,18,0,False,0,106,0,191,6,75,0,2,0.0,2,1,2016,11,4,28,0,4,0.0,21091.0,1,1
7,2,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,0,2016,11,4,28,0,1,0.0,-15949.0,3,1
2,1,1,5,2,True,52,295,0,197,0,0,0,3,0.0,2,1,2016,11,4,28,0,0,0.0,51413.0,1,1
6,4,6,5,0,False,45,236,0,0,6,48,0,3,0.0,3,0,2016,11,4,28,0,0,0.0,953.0,8,1
2,1,5,5,0,False,46,129,0,197,0,0,0,7,0.0,7,1,2016,11,4,28,0,4,0.0,-25276.0,4,1
4,1,11,18,2,True,52,295,0,197,5,23,0,3,0.0,2,1,2016,11,4,28,0,3,0.0,7144.0,1,1
6,1,6,5,0,False,52,295,0,0,6,48,0,3,0.0,3,1,2016,11,4,28,0,1,0.0,-44480.0,1,1
4,1,1,5,1,True,46,214,0,197,5,23,0,4,0.0,4,1,2016,11,4,28,0,3,0.0,45108.0,1,1
2,1,9,9,0,False,52,295,0,197,0,0,0,2,0.0,2,1,2016,11,4,28,0,1,0.0,-40313.0,1,1
7,1,6,18,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,28,0,0,0.0,73100.0,1,1
7,1,6,18,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,28,0,2,0.0,-20449.0,1,1
7,3,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,0,2016,11,4,28,0,1,0.0,25355.0,3,1
7,1,6,18,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,28,0,3,0.0,-25777.0,1,1
7,1,6,18,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,28,0,0,0.0,10520.0,1,1
7,1,9,5,0,False,0,0,0,129,6,75,0,2,0.0,2,1,2016,11,4,28,0,4,0.0,-42208.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,11,4,28,0,3,0.0,21453.0,1,0
4,1,1,5,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2016,11,4,28,0,0,0.0,27032.0,1,0
2,32,9,5,0,False,41,225,0,197,0,0,0,2,0.0,2,0,2016,11,4,28,0,3,0.0,-24413.0,24,1
1,1,5,5,0,False,0,259,4,197,2,3,1,1,0.0,1,1,2016,9,3,1,3,0,0.0,-7571079.0,1,0
1,1,9,5,0,False,0,57,4,197,2,3,1,1,0.0,1,1,2016,9,3,1,3,1,0.0,-72444.0,1,0
4,1,9,5,0,False,52,295,0,197,5,23,0,2,0.0,2,1,2016,9,3,1,3,4,0.0,19543.0,1,1
4,2,1,5,1,True,52,295,0,197,5,23,0,4,0.0,2,0,2016,9,3,1,3,3,0.0,14220.0,2,1
4,1,9,5,0,False,0,175,0,197,5,23,0,4,0.0,4,1,2016,9,3,1,3,0,0.0,39180.0,1,1
4,2,6,5,0,False,52,295,0,197,5,23,0,11,0.0,8,0,2016,9,3,1,3,4,0.0,-45441.0,2,1
6,3,6,5,0,False,52,295,0,0,6,48,0,14,41.72,11,0,2016,9,3,1,3,3,13.906666666666666,8028.0,4,1
4,1,6,5,0,False,45,257,0,197,5,23,0,17,0.0,17,1,2016,9,3,1,3,0,0.0,31517.0,1,1
2,4,6,5,0,False,3,16,0,197,0,0,0,23,0.0,16,0,2016,9,3,1,3,4,0.0,-39555.0,2,1
6,2,6,5,0,False,45,172,0,0,6,48,0,29,0.0,19,0,2016,9,3,1,3,3,0.0,10522.0,2,1
5,1,1,5,1,True,32,182,3,197,3,23,0,32,37.8,23,1,2016,9,3,1,3,0,37.8,14653.0,1,1
6,2,6,5,0,False,52,295,0,0,6,48,0,32,0.0,27,0,2016,9,3,1,3,3,0.0,-19453.0,2,1
4,1,1,5,1,True,52,295,0,197,5,23,0,39,0.0,17,1,2016,9,3,1,3,4,0.0,-10585.0,2,1
4,4,6,5,0,False,0,246,0,197,5,23,0,227,0.0,145,0,2016,9,3,1,3,1,0.0,-34580.0,2,1
7,1,9,5,0,False,52,295,0,137,6,75,1,1,0.0,1,1,2016,9,3,1,3,4,0.0,41765.0,1,0
7,1,9,5,0,False,52,295,0,195,6,75,1,1,0.0,1,1,2016,9,3,1,3,0,0.0,22640.0,1,0
7,1,6,18,0,False,52,295,0,178,6,75,0,2,0.0,2,1,2016,9,3,1,3,3,0.0,-19067.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,1,1,0.0,1,1,2016,9,3,1,3,4,0.0,-13149.0,1,0
5,5,11,18,1,True,0,0,0,197,3,23,1,2,0.0,1,0,2016,9,3,1,3,1,0.0,-31508.0,5,0
4,1,1,5,1,True,0,105,0,197,5,23,1,1,0.0,1,1,2016,9,3,1,3,4,0.0,31353.0,1,0
4,1,1,5,1,True,52,295,0,197,5,23,0,4,0.0,4,1,2016,9,3,1,3,3,0.0,19771.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,1,1,0.0,1,1,2016,9,3,1,3,0,0.0,25092.0,1,0
7,1,1,5,1,True,52,295,0,179,6,75,1,1,0.0,1,1,2016,9,3,1,3,1,0.0,-62074.0,3,0
1,1,9,5,0,False,52,295,4,197,2,3,1,1,0.0,1,1,2016,9,3,1,3,1,0.0,1278.0,1,0
2,1,11,18,2,True,52,295,0,197,0,0,1,1,0.0,1,1,2016,11,4,22,1,3,0.0,7125061.0,1,0
2,1,5,8,0,False,52,295,0,197,0,0,1,1,0.0,1,1,2016,11,4,22,1,2,0.0,4014.0,1,0
2,2,6,5,0,False,14,10,0,197,0,0,1,1,0.0,1,0,2016,11,4,22,1,2,0.0,1783.0,3,0
4,1,9,8,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,11,4,22,1,3,0.0,-3438.0,1,0
4,1,11,18,1,True,52,295,0,197,5,23,1,1,0.0,1,1,2016,11,4,22,1,3,0.0,-7153.0,1,0
4,1,6,18,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2016,11,4,22,1,3,0.0,-5724.0,1,0
4,1,9,5,0,False,32,182,0,197,5,23,1,1,0.0,1,1,2016,11,4,22,1,4,0.0,-16215.0,1,0
4,5,9,5,0,False,0,83,0,197,5,23,0,2,0.0,2,0,2016,11,4,22,1,4,0.0,8046.0,5,1
2,1,10,9,1,True,52,295,0,197,0,0,0,2,0.0,2,1,2016,11,4,22,1,4,0.0,-9659.0,1,1
6,3,9,5,0,False,52,295,0,0,6,48,0,2,0.0,2,0,2016,11,4,22,1,4,0.0,-407.0,2,1
4,1,6,5,0,False,0,0,0,197,5,23,0,3,0.0,3,1,2016,11,4,22,1,0,0.0,43341.0,4,1
4,1,9,5,0,False,52,295,0,197,5,23,0,3,0.0,3,1,2016,11,4,22,1,3,0.0,-16940.0,2,1
6,1,6,5,0,False,52,295,0,0,6,48,0,4,0.0,4,1,2016,11,4,22,1,0,0.0,20340.0,1,1
4,1,6,5,0,False,0,294,0,197,5,23,0,5,0.0,4,1,2016,11,4,22,1,3,0.0,-23763.0,1,1
2,1,9,5,0,False,52,295,0,197,0,0,0,5,0.0,5,1,2016,11,4,22,1,3,0.0,4135.0,1,1
6,3,6,5,0,False,52,295,0,0,6,48,0,5,0.0,4,0,2016,11,4,22,1,4,0.0,-20454.0,3,1
4,1,6,5,0,False,52,295,0,197,5,23,0,5,0.0,4,1,2016,11,4,22,1,4,0.0,5994.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,0,13,0.0,10,1,2016,11,4,22,1,4,0.0,-7607.0,1,1
4,1,6,18,0,False,52,295,0,197,5,23,0,14,0.0,11,1,2016,11,4,22,1,3,0.0,22651.0,1,1
4,1,11,18,1,True,26,148,0,197,5,23,0,23,0.0,22,1,2016,11,4,22,1,3,0.0,1454.0,1,1
7,1,6,18,0,False,0,119,0,156,6,75,1,1,0.0,1,1,2016,11,4,22,1,4,0.0,-33519.0,1,0
7,1,6,18,0,False,52,295,0,187,6,75,1,1,0.0,1,1,2016,11,4,22,1,0,0.0,51759.0,1,0
7,1,9,5,0,False,52,295,0,162,6,75,1,1,0.0,1,1,2016,11,4,22,1,4,0.0,-48292.0,1,0
7,1,6,18,0,False,52,295,0,174,6,75,1,1,0.0,1,1,2016,11,4,22,1,4,0.0,2185.0,1,0
7,1,6,18,0,False,52,295,0,171,6,75,1,1,0.0,1,1,2016,11,4,22,1,3,0.0,24754.0,1,0
7,1,9,9,0,False,0,246,0,164,6,75,1,1,0.0,1,1,2016,11,4,22,1,1,0.0,-43842.0,1,0
7,1,9,5,0,False,52,295,0,171,6,75,1,1,0.0,1,1,2016,11,4,22,1,4,0.0,13741.0,1,0
7,1,6,18,0,False,52,295,0,187,6,75,1,1,0.0,1,1,2016,11,4,22,1,0,0.0,58777.0,1,0
7,1,9,5,0,False,52,295,0,130,6,75,0,2,0.0,2,1,2016,11,4,22,1,4,0.0,-42706.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,1,0.0,-22359.0,1,1
7,1,6,18,0,False,0,25,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,1,0.0,70190.0,1,1
7,1,6,18,0,False,0,131,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,4,0.0,-63861.0,1,1
7,2,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,0,2016,11,4,22,1,3,0.0,34681.0,3,1
7,2,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,0,2016,11,4,22,1,3,0.0,-66.0,1,1
7,1,9,5,0,False,0,109,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,0,0.0,16270.0,1,1
7,1,6,18,0,False,0,109,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,0,0.0,-1097.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,1,0.0,-63895.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,4,0.0,32084.0,1,1
7,1,6,18,0,False,0,75,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,0,0.0,42988.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,4,0.0,-43161.0,1,1
7,1,6,18,0,False,0,109,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,1,0.0,46709.0,1,1
7,1,9,5,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,4,0.0,-60545.0,1,1
7,1,6,18,0,False,52,295,0,129,6,75,0,2,0.0,2,1,2016,11,4,22,1,1,0.0,-11799.0,1,1
7,1,6,18,0,False,0,116,0,189,6,75,0,3,0.0,3,1,2016,11,4,22,1,4,0.0,5911.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,6,2,15,3,1,0.0,17700125.0,1,0
4,1,6,18,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,6,2,15,3,3,0.0,42695.0,1,0
6,1,6,5,0,False,32,182,0,0,6,48,1,1,0.0,1,1,2017,6,2,15,3,4,0.0,-19959.0,5,0
6,3,9,5,0,False,0,249,0,24,6,5,1,1,0.0,1,0,2017,6,2,15,3,0,0.0,31353.0,4,0
6,2,9,5,0,False,0,249,0,24,6,5,1,1,0.0,1,0,2017,6,2,15,3,2,0.0,-2607.0,4,0
6,6,6,5,0,False,32,182,0,0,6,48,1,1,0.0,1,0,2017,6,2,15,3,2,0.0,710.0,6,0
4,1,6,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,6,2,15,3,1,0.0,-44537.0,1,0
2,1,11,18,1,True,52,295,0,197,0,0,1,1,0.0,1,1,2017,6,2,15,3,1,0.0,-15802.0,1,0
4,1,11,18,2,True,40,206,0,197,5,23,1,1,0.0,1,1,2017,6,2,15,3,0,0.0,71089.0,1,0
4,1,1,5,1,True,0,83,0,197,5,23,1,1,0.0,1,1,2017,6,2,15,3,3,0.0,-20736.0,1,0
4,1,9,5,0,False,0,131,0,197,5,23,0,2,0.0,2,1,2017,6,2,15,3,4,0.0,-26946.0,1,1
4,1,9,5,0,False,0,0,0,197,5,23,0,3,0.0,3,1,2017,6,2,15,3,0,0.0,45700.0,1,1
4,1,1,5,2,True,52,295,0,197,5,23,0,3,0.0,3,1,2017,6,2,15,3,3,0.0,-11991.0,1,1
6,3,3,5,0,False,25,147,0,0,6,48,0,3,0.0,3,0,2017,6,2,15,3,4,0.0,-33053.0,2,1
4,1,11,18,1,True,52,295,0,197,5,23,0,4,0.0,4,1,2017,6,2,15,3,4,0.0,13920.0,1,1
6,1,6,5,0,False,4,48,0,0,6,48,0,13,0.0,9,1,2017,6,2,15,3,4,0.0,-8885.0,5,1
6,4,9,5,0,False,0,249,0,24,6,5,0,13,0.0,13,0,2017,6,2,15,3,0,0.0,45580.0,4,1
4,1,11,5,1,True,52,295,0,197,5,23,0,14,0.0,10,1,2017,6,2,15,3,0,0.0,-5118.0,1,1
6,2,6,5,0,False,32,182,0,0,6,48,0,23,0.0,18,0,2017,6,2,15,3,0,0.0,-3269.0,5,1
7,1,1,3,1,True,52,295,0,0,6,45,0,3,0.0,3,1,2017,6,2,15,3,1,0.0,-59822.0,1,1
4,1,1,5,1,True,0,210,0,197,5,23,0,25,0.0,19,1,2017,7,3,14,4,1,0.0,2516696.0,1,1
4,1,11,18,1,True,45,230,0,197,5,23,0,3,0.0,3,1,2017,7,3,14,4,4,0.0,8103.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,0,7,0.0,6,1,2017,7,3,14,4,4,0.0,8832.0,1,1
4,1,9,5,0,False,52,295,0,197,5,23,1,1,0.0,1,1,2017,7,3,14,4,3,0.0,12743.0,1,0
7,1,1,5,1,True,0,175,0,98,6,75,0,2,0.0,2,1,2017,7,3,14,4,1,0.0,-34938.0,1,1
4,1,9,7,0,False,52,295,0,197,5,23,0,2,0.0,2,1,2017,7,3,14,4,1,0.0,1816.0,1,1
7,2,9,5,0,False,32,182,0,0,6,19,0,2,0.0,2,0,2017,7,3,14,4,3,0.0,35629.0,2,1
